ยุทธศาสตร์,แผนแม่บท,แผนงาน,หน่วยรับงบใหญ่,หน่วยรับงบย่อย,หน่วยรับงบย่อย_clean,ผลผลิต/โครงการ,งบประมาณ (ล้านบาท),document,page
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,"กระทรวงแรงงาน 1,060.8363 บาท",กรมพัฒนาฝีมือแรงงาน 373.1316 บาท,กรมพัฒนาฝีมือแรงงาน,โครงการ : โครงการพัฒนาทักษะและส่งเสริมอาชีพเพื่อสร้างความมั่นคงทางเศรษฐกิจ ของประชาชน 6.5300 บาท,6.53,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,"กระทรวงแรงงาน 1,060.8363 บาท",กรมสวัสดิการและคุ้มครองแรงงาน 14.0211 บาท,กรมสวัสดิการและคุ้มครองแรงงาน,โครงการ : โครงการพัฒนาเด็กปฐมวัยศูนย์เด็กเล็กวิทยาเขตสิรินธรราชวิทยาลัย ในพระราชูปถัมภ์ 12.2291 บาท,12.2291,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,"กระทรวงแรงงาน 1,060.8363 บาท",กรมสวัสดิการและคุ้มครองแรงงาน 14.0211 บาท,กรมสวัสดิการและคุ้มครองแรงงาน,โครงการ : โครงการจัดสวัสดิการเพื่อพัฒนาคุณภาพชีวิตแรงงานและครอบครัว 1.7920 บาท,1.792,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงสาธารณสุข 21.2491 บาท,กรมสุขภาพจิต 6.8454 บาท,กรมสุขภาพจิต,โครงการ : โครงการเสริมสร้างสุขภาพจิตวัยทำงาน 2.8133 บาท,2.8133,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงสาธารณสุข 21.2491 บาท,กรมสุขภาพจิต 6.8454 บาท,กรมสุขภาพจิต,โครงการ : โครงการสร้างเครือข่ายพลเมืองสุขภาพจิตดี 4.0321 บาท,4.0321,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงสาธารณสุข 21.2491 บาท,กรมอนามัย 14.4037 บาท,กรมอนามัย,โครงการ : โครงการพัฒนาศักยภาพและบริการส่งเสริมสุขภาพด้านกิจกรรมทางกายประชาชน 4.9609 บาท,4.9609,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงสาธารณสุข 21.2491 บาท,กรมอนามัย 14.4037 บาท,กรมอนามัย,โครงการ : โครงการสร้างความรอบรู้สุขภาวะและส่งเสริมสุขภาพ เพื่อเตรียมรองรับ สังคมสูงวัยอย่างมีคุณภาพ 3.5780 บาท,3.578,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงสาธารณสุข 21.2491 บาท,กรมอนามัย 14.4037 บาท,กรมอนามัย,โครงการ : โครงการเสริมสร้างความรอบรู้วัยทำงานสุขภาพดี 5.8648 บาท,5.8648,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์ 8.3750 บาท,กรมกิจการผู้สูงอายุ 8.3750 บาท,กรมกิจการผู้สูงอายุ,โครงการ : โครงการพัฒนาทักษะความรู้ความสามารถการทำงานและการเป็น ผู้สูงอายุที่มีพลัง (Active Ageing) 8.3750 บาท,8.375,1703581990_2601.pdf,133
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม 15.2312 บาท,มหาวิทยาลัยแม่ฟ้ำหลวง 14.3888 บาท,มหาวิทยาลัยแม่ฟ้ำหลวง,โครงการ : โครงการส่งเสริมการใช้เทคโนโลยีแห่งอนาคตด้านสุขภาพสำหรับผู้สูงอายุ เพื่อเพิ่มพูนทักษะความรอบรู้ด้านสุขภาวะแบบครบวงจร 14.3888 บาท,14.3888,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม 15.2312 บาท,มหาวิทยาลัยสวนดุสิต 0.8424 บาท,มหาวิทยาลัยสวนดุสิต,โครงการ : โครงการ Learn and Earn: Happy Aging เรียนรู้และสร้างงาน เพิ่มคุณค่าผู้สูงวัย 0.8424 บาท,0.8424,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงแรงงาน 9.8866 บาท,กรมการจัดหางาน 6.5221 บาท,กรมการจัดหางาน,โครงการ : โครงการขยายโอกาสการมีงานทำให้ผู้สูงอายุ 6.5221 บาท,6.5221,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงแรงงาน 9.8866 บาท,กรมสวัสดิการและคุ้มครองแรงงาน 3.3645 บาท,กรมสวัสดิการและคุ้มครองแรงงาน,โครงการ : โครงการส่งเสริมให้ผู้สูงอายุเข้าถึงระบบการคุ้มครองทางสังคม 1.3900 บาท,1.39,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงแรงงาน 9.8866 บาท,กรมสวัสดิการและคุ้มครองแรงงาน 3.3645 บาท,กรมสวัสดิการและคุ้มครองแรงงาน,โครงการ : โครงการส่งเสริมสวัสดิการเพื่อเตรียมความพร้อมเข้าสู่การเกษียณ อย่างมีคุณภาพของประชากรวัยแรงงานอายุ 25 - 59 ปี 1.9745 บาท,1.9745,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงศึกษาธิการ 5.9700 บาท,กรมส่งเสริมการเรียนรู้ 5.9700 บาท,กรมส่งเสริมการเรียนรู้,โครงการ : โครงการพัฒนาคุณภาพชีวิตผู้สูงอายุ 5.9700 บาท,5.97,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงสาธารณสุข 271.7396 บาท,สำนักงานปลัดกระทรวงสาธารณสุข 213.2863 บาท,สำนักงานปลัดกระทรวงสาธารณสุข,โครงการ : โครงการประชาชนทุกกลุ่มวัยได้รับบริการด้านสุขภาพที่เหมาะสม 213.2863 บาท,213.2863,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงสาธารณสุข 271.7396 บาท,กรมอนามัย 58.4533 บาท,กรมอนามัย,โครงการ : โครงการสร้างสังคมห่วงใยใส่ใจสุขภาพผู้สูงอายุ 46.0256 บาท,46.0256,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,แผนแม่บทฯ:การพัฒนาศักยภาพคนตลอดช่วงชีวิต,แผนงานยุทธศาสตร์พัฒนาศักยภาพคนตลอดช่วงชีวิต,กระทรวงสาธารณสุข 271.7396 บาท,กรมอนามัย 58.4533 บาท,กรมอนามัย,โครงการ : โครงการพัฒนาศักยภาพและบริการส่งเสริมสุขภาพประชาชนกลุ่มผู้สูงอายุ 12.4277 บาท,12.4277,1703581990_2601.pdf,134
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:การวิจัยและพัฒนานวัตกรรม,แผนงานยุทธศาสตร์พัฒนาศักยภาพด้านวิทยาศาสตร์ เทคโนโลยี และนวัตกรรม,สำนักนายกรัฐมนตรี 198.6830 บาท,ราชวิทยาลัยจุฬาภรณ์ 198.6830 บาท,ราชวิทยาลัยจุฬาภรณ์,โครงการ : โครงการผลิตบุคลากรด้านวิทยาศาสตร์และเทคโนโลยี 119.8335 บาท,119.8335,1703581990_2601.pdf,97
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:การวิจัยและพัฒนานวัตกรรม,แผนงานยุทธศาสตร์พัฒนาศักยภาพด้านวิทยาศาสตร์ เทคโนโลยี และนวัตกรรม,สำนักนายกรัฐมนตรี 198.6830 บาท,ราชวิทยาลัยจุฬาภรณ์ 198.6830 บาท,ราชวิทยาลัยจุฬาภรณ์,โครงการ : โครงการให้บริการวิชาการ 3.4700 บาท,3.47,1703581990_2601.pdf,97
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:การวิจัยและพัฒนานวัตกรรม,แผนงานยุทธศาสตร์พัฒนาศักยภาพด้านวิทยาศาสตร์ เทคโนโลยี และนวัตกรรม,สำนักนายกรัฐมนตรี 198.6830 บาท,ราชวิทยาลัยจุฬาภรณ์ 198.6830 บาท,ราชวิทยาลัยจุฬาภรณ์,โครงการ : โครงการเสริมสร้างศักยภาพของบุคลากรด้านวิทยาศาสตร์และเทคโนโลยี 75.3795 บาท,75.3795,1703581990_2601.pdf,97
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 500.7233 บาท,สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,ผลผลิต : โครงการศูนย์ประสานงานและแก้ไขปัญหาข่าวปลอม (Anti Fake News Center : AFNC) 69.5657 บาท,69.5657,1703581990_2601.pdf,81
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 500.7233 บาท,สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,โครงการ : โครงการพัฒนาและเพิ่มประสิทธิภาพการช่วยเหลือประชาชนด้านคดี และภัยออนไลน์ตามพระราชบัญญัติว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ 4.3638 บาท,4.3638,1703581990_2601.pdf,81
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 500.7233 บาท,สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,โครงการ : โครงการย้ายสำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม จากศูนย์ราชการอาคารบีไปพื้นที่ส่วนขยายโซนซี 75.6182 บาท,75.6182,1703581990_2601.pdf,81
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 500.7233 บาท,สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,โครงการ : โครงการเพิ่มประสิทธิภาพในการตัดวงจรอาชญากรรมออนไลน์ โดยการใช้ดิจิทัลเทคโนโลยี 12.0000 บาท,12,1703581990_2601.pdf,81
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 500.7233 บาท,สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,โครงการ : โครงการขับเคลื่อนเทคโนโลยีดิจิทัลเพื่อพัฒนาเศรษฐกิจและสังคม ในระดับภูมิภาค 6.9756 บาท,6.9756,1703581990_2601.pdf,81
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 500.7233 บาท,สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,โครงการ : โครงการศูนย์ปฏิบัติการต่อต้านอาชญากรรมออนไลน์ (Anti-Online - Scam Operation Center: AOC) 32.2000 บาท,32.2,1703581990_2601.pdf,81
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 500.7233 บาท,สำนักงานปลัดกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,โครงการ : โครงการเน็ตประชารัฐ และโครงการขยายอินเทอร์เน็ตความเร็วสูง เพื่อพัฒนาคุณภาพชีวิต (โครงการงบ Big Rock) 300.0000 บาท,300,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 248.2726 บาท,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,โครงการ : โครงการยกระดับศูนย์การเรียนรู้ ICT ชุมชนสู่ศูนย์ดิจิทัลชุมชน 181.5375 บาท,181.5375,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 248.2726 บาท,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,โครงการ : โครงการพัฒนาประสิทธิภาพการวัดมูลค่าเศรษฐกิจดิจิทัล (Digital Contribution to GDP) 12.3853 บาท,12.3853,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 248.2726 บาท,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,โครงการ : โครงการพัฒนากำลังคนด้านดิจิทัลระดับพื้นที่ให้พร้อมเข้าสู่ ยุคเศรษฐกิจและสังคมดิจิทัล 9.5093 บาท,9.5093,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 248.2726 บาท,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,โครงการ : โครงการย้ายสำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจ และสังคมแห่งชาติจากอาคารบี ไปพื้นที่ส่วนขยายโซนซี 4.8659 บาท,4.8659,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 248.2726 บาท,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,โครงการ : โครงการศึกษา Thailand Digital Outlook ประจำปี พ.ศ. 2567 8.7152 บาท,8.7152,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 248.2726 บาท,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,โครงการ : โครงการติดตามและประเมินผลนโยบายและแผนระดับชาติ ว่าด้วยการพัฒนาดิจิทัลเพื่อเศรษฐกิจและสังคม 3.9161 บาท,3.9161,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 248.2726 บาท,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,โครงการ : โครงการจ้างที่ปรึกษาดำเนินการประเมินผลสัมฤทธิ์ของกฎหมายที่อยู่ใน ความรับผิดชอบของสำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 2.9474 บาท,2.9474,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ 248.2726 บาท,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,โครงการ : โครงการเตรียมความพร้อมด้านระบบเครือข่ายคอมพิวเตอร์ สำหรับการย้ายสถานที่ปฏิบัติงาน 24.3959 บาท,24.3959,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล 101.3330 บาท,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,โครงการ : การกำกับดูแล ส่งเสริม และสนับสนุนการคุ้มครองข้อมูลส่วนบุคคล 57.4873 บาท,57.4873,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล 101.3330 บาท,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,ผลผลิต : โครงการยกระดับมาตรฐานการคุ้มครองข้อมูลส่วนบุคคลของไทยสู่สากล 8.2797 บาท,8.2797,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล 101.3330 บาท,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,โครงการ : โครงการตัวชี้วัดและการรับรองมาตรฐานการคุ้มครองข้อมูลส่วนบุคคล ของประเทศ (Privacy Index & Trustmark) 8.7628 บาท,8.7628,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล 101.3330 บาท,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,โครงการ : โครงการพัฒนากฎหมายด้านการคุ้มครองข้อมูลส่วนบุคคลของประเทศ 6.7599 บาท,6.7599,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล 101.3330 บาท,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,โครงการ : โครงการพัฒนาบุคลากรด้านการคุ้มครองข้อมูลส่วนบุคคลของประเทศ 14.8209 บาท,14.8209,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล 101.3330 บาท,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,โครงการ : โครงการประเมินระดับการคุ้มครองข้อมูลส่วนบุคคล (Privacy Marurity Model) 5.2224 บาท,5.2224,1703581990_2601.pdf,82
ยุทธศาสตร์ด้านการสร้างความสามารถในการแข่งขัน,แผนแม่บทฯ:โครงสร้างพื้นฐาน,แผนงานยุทธศาสตร์พัฒนาเศรษฐกิจและสังคมดิจิทัล,"กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 2,363.9570 บาท",สำนักงานพัฒนาธุรกรรมทางอิเล็กทรอนิกส์ 76.7460 บาท,สำนักงานพัฒนาธุรกรรมทางอิเล็กทรอนิกส์,โครงการ : โครงการส่งเสริมและกำกับดูแล Digital ID ของประเทศ 34.6731 บาท,34.6731,1703581990_2601.pdf,82
